member_name,sitting_date,parliamentary_period,parliamentary_session,parliamentary_sitting,political_party,government,member_region,roles,member_gender,speech
μπουρας κωνσταντινου αθανασιος,17/07/2026,period 20,session 3,sitting 164,νεα δημοκρατια,['μητσοτακη κυριακου(26/06/2023-19/07/2026)'],β' δυτικης αττικης,['βουλευτης'],male," Και εμείς ευχαριστούμε, κύριε Υπουργέ.Συνεχίζουμε με την τελευταία για σήμερα επίκαιρη ερώτηση, που είναι η πρώτη με αριθμό 1182/6-7-2026 επίκαιρη ερώτηση δεύτερου κύκλου του Βουλευτή Α΄ Ανατολικής Αττικής της Κοινοβουλευτικής Ομάδας της Ελληνικής Λύσης κ. Στυλιανού Φωτόπουλου προς τον Υπουργό Εθνικής Άμυνας με θέμα: «Ερωτήματα για την αξιοποίηση πρωτοβουλίας δοκίμων της Σχολής Μονίμων Υπαξιωματικών Αεροπορίας   στην ανάπτυξη μη επανδρωμένου αεροχήματος  ».Κύριε Φωτόπουλε, έχετε τον λόγο για την πρωτολογία σας."
φωτοπουλος θεοδωρου στυλιανος,17/07/2026,period 20,session 3,sitting 164,ελληνικη λυση - κυριακος βελοπουλος,['μητσοτακη κυριακου(26/06/2023-19/07/2026)'],α' ανατολικης αττικης,['βουλευτης'],male," Σας ευχαριστώ πολύ, κύριε Πρόεδρε. Κύριε Υπουργέ, είμαστε εδώ για μία ακόμα φορά, θεωρώ όμως για καλό λόγο και το γεγονός ότι οι προθέσεις και των δυο μας είναι αγαθές, νομίζω ότι αυτό έχει αναγνωριστεί. Τα μη επανδρωμένα οχήματα είτε αυτά είναι εναέρια, είτε αφορούν το Πολεμικό Ναυτικό, είτε αφορούν τον Στρατό Ξηράς, δεν είναι το μέλλον, αποδείχτηκε και από τους πρόσφατους πολέμους, αποδείχτηκε και από τη χρήση και από τα αποτελέσματα, τα οποία έχουν αποκομίσει οι γείτονές μας, πολύ χαρακτηριστικά παραδείγματα θα τα αναφέρω και στη δευτερολογία μου. Άρα, το γεγονός ότι είναι μια ανάγκη για την ελληνική κοινωνία, γιατί έχει και άλλα οφέλη, για την ελληνική οικονομία και για τις ελληνικές Ένοπλες Δυνάμεις είναι κάτι το οποίο έχουμε συνομολογήσει και νομίζω ότι το έχουμε παραδεχτεί όλοι. Το γεγονός, επίσης, ότι στην Ελλάδα δεν μας έλειψαν ποτέ τα λαμπρά μυαλά είναι και αυτό μία παραδοχή την οποία έχουμε κάνει όλοι ανεξαιρέτως ιδεολογικής προέλευσης σε αυτήν εδώ την Αίθουσα. Το γεγονός ότι έχουμε στις παραγωγικές σχολές των Ενόπλων Δυνάμεων άριστους μαθητές είτε αυτές αφορούν τη Σχολή Ικάρων είτε αυτές αφορούν τη ΣΜΥΑ είτε αυτές αφιερώνουν τη Σχολή Μονίμων Υπαξιωματικών είτε τη σχολή Ευελπίδων, όλες τις παραγωγικές σχολές. Το θέμα είναι τα κίνητρα που τους δίνουμε και το πώς θα βάλουμε σε μια διαδικασία εκμετάλλευσης -και δεν θέλω να παρεξηγηθεί ο όρος τον οποίο χρησιμοποίησα και η λέξη την οποία χρησιμοποίησα- αυτών των λαμπρών μυαλών, τα οποία θέλουμε να παραμείνουν και στο στράτευμα και στην ελληνική κοινωνία, να μείνουν στην πατρίδα για να βοηθήσουν το έθνος. Υπό αυτήν την έννοια, η ερώτησή μου είναι πάρα πολύ συγκεκριμένη και αφορά μία πτυχιακή εργασία, η οποία διενεργήθηκε και εκπονήθηκε στη Σχολή Μονίμων Υπαξιωματικών της Αεροπορίας, σύμφωνα με την οποία μετασκευάστηκε ένα εμπορικό drοne -ευτελούς αξίας σε σχέση με τα μεγέθη και τις δαπάνες του Υπουργείου Εθνικής Άμυνας- το οποίο σχεδίασαν οι φοιτητές, οι σπουδαστές της Σχολής Μονίμων Υπαξιωματικών, με άτρακτο με χρήση λογισμικού τρισδιάστατης εκτύπωσης, οι λεγόμενοι 3D εκτυπωτές. Το πρωτότυπο, το οποίο έφτιαξαν οι σπουδαστές της Σχολής Μονίμων Υπαξιωματικών, φέρεται να ονομάστηκε «Δαίδαλος Ι», πραγματοποίησε επιτυχείς πτητικές δοκιμές, αποδεικνύοντας ότι με περιορισμένο κόστος, αυτό το οποίο λέμε δηλαδή τη σχέση απόδοσης-αξίας και τη σχέση κόστους-αξίας, πραγματοποίησε επιτυχείς δοκιμές. Η ερώτησή μου, λοιπόν, στην πρωτολογία μου είναι η εξής. Επιβεβαιώνει το Υπουργείο ότι ομάδα δοκίμων της ΣΜΥΑ υλοποίησε στο πλαίσιο πτυχιακής εργασίας ένα πρωτότυπο UAV όχημα, το οποίο ονομάστηκε «Δαίδαλος Ι»; Ποια ήταν τα αποτελέσματα των δοκιμών του συγκεκριμένου πρωτοτύπου και ποια υπηρεσία τα αξιολόγησε; Σας ευχαριστώ, κύριε Πρόεδρε."
μπουρας κωνσταντινου αθανασιος,17/07/2026,period 20,session 3,sitting 164,νεα δημοκρατια,['μητσοτακη κυριακου(26/06/2023-19/07/2026)'],β' δυτικης αττικης,['βουλευτης'],male," Ευχαριστούμε τον κ. Φωτόπουλο.Κύριε Υπουργέ, έχετε τον λόγο για την απάντησή σας."
δαβακης παναγιωτη αθανασιος,17/07/2026,period 20,session 3,sitting 164,νεα δημοκρατια,['μητσοτακη κυριακου(26/06/2023-19/07/2026)'],λακωνιας,['υφυπουργος εθνικης αμυνας(14/03/2025-19/07/2026)'],male," Η ερώτηση που θέτει ο κ. Φωτόπουλος αγγίζει τον σκληρό πυρήνα της μεταρρυθμιστικής ατζέντας 2030. Και είναι μια εξαιρετική ευκαιρία να αναλύσουμε για μία ακόμη φορά από εδώ όλα όσα αυτή η πολιτική ηγεσία, αυτή η Κυβέρνηση, έχει κάνει προκειμένου να αλλάξει μία νοοτροπία δεκαετιών και να ενσωματωθούν η καινοτομία, η έρευνα και η τεχνολογική ανάπτυξη στις Ένοπλες Δυνάμεις. Ας πάμε πρώτα να δούμε τα δεδομένα. Η εργασία στην οποία αναφέρεστε, κύριε συνάδελφε, εκπονήθηκε το έκτο εξάμηνο του 2023 από ομάδα δοκίμων της ΣΜΥΑ με επιβλέποντα στρατιωτικό καθηγητή και αξιολογήθηκε θετικά από την αρμόδια Επιτροπή Αξιολόγησης της Σχολής, αναδεικνύοντας την προσπάθεια των παιδιών αυτών και θα έλεγα ότι αποτελεί και ένα παράδειγμα προς μίμηση για τους άλλους σπουδαστές. Τα πράγματα έμειναν εκεί γιατί το 2023, όταν εκπονήθηκε η συγκεκριμένη εργασία, δεν υπήρχε το Ελληνικό Κέντρο Καινοτομίας, το οποίο ιδρύθηκε τον τελευταίο χρόνο, πριν από δύο χρόνια. Όταν πραγματοποιήθηκε, λοιπόν, αυτή η προσπάθεια από τους δοκίμους, δε υπήρχε ούτε ο 6ος κλάδος του Γενικού Επιτελείου Εθνικής Άμυνας, δύο πράγματα ΕΛΚΑΚ, 6ος κλάδος. Όλα αυτά είναι θεσμικές αλλαγές, οι οποίες υλοποιήθηκαν μόλις πρόσφατα και το γνωρίζετε. Το ΕΛΚΑΚ ιδρύθηκε με τον ν.5110/2024, ενώ την ίδια χρονιά δημιουργήθηκε και ο 6ος κλάδος, με αποστολή την ενίσχυση της καινοτομίας και την ενίσχυση τέτοιων σημαντικών πρωτοβουλιών που προέρχονται μέσα από τα σπλάχνα των Ενόπλων μας Δυνάμεων. Με άλλα λόγια, αυτήν ακριβώς την πραγματικότητα την οποία υπονοεί η ερώτησή σας, ήρθαμε να την αλλάξουμε. Και δεν μένουμε μόνο εκεί, σε απόλυτη συνεργασία με τον 6ο κλάδο, το ΕΛΚΑΚ και την ΔΙΔΑΕ, τη Διακλαδική Διοίκηση Ακαδημαϊκής Εκπαίδευσης, προχωρούμε και στη διασύνδεση των δομών καινοτομίας με τις στρατιωτικές σχολές. Και σας αναφέρω ότι προχωρούμε με τον ειδικό λογαριασμό κονδυλίων έρευνας, που σύμφωνα με τον ν.5265/2026 προβλέπεται να λειτουργήσει στη ΔΙΔΑΕ, δίνοντας τη δυνατότητα στα ΑΣΕΙ μας να συμμετέχουν σε ερευνητικά προγράμματα και να χρηματοδοτούνται. Θα συνεχίσω με το θέμα του «Δαίδαλου» που αναφέρατε προηγουμένως, εν πάση περιπτώσει, αυτό το οποίο αναφέρετε έρχεται και συνδέεται με μία σημαντική πολιτική και νομοθετική πρωτοβουλία, που αυτή η Κυβέρνηση έλαβε με το ΕΛΚΑΚ και τον 6ο κλάδο, που από εδώ και μπρος τέτοιες πρωτοβουλίες θα υιοθετούνται, θα έλεγα, από τις συγκεκριμένες υπηρεσίες του Υπουργείου Εθνικής Άμυνας, προκειμένου να έχουν μία καλύτερη τύχη και μία καλύτερη προοπτική. Ευχαριστώ."
μπουρας κωνσταντινου αθανασιος,17/07/2026,period 20,session 3,sitting 164,νεα δημοκρατια,['μητσοτακη κυριακου(26/06/2023-19/07/2026)'],β' δυτικης αττικης,['βουλευτης'],male," Και εμείς ευχαριστούμε, κύριε Υπουργέ. Ορίστε, κύριε Φωτόπουλε, έχετε τον λόγο για τη δευτερολογία σας."
φωτοπουλος θεοδωρου στυλιανος,17/07/2026,period 20,session 3,sitting 164,ελληνικη λυση - κυριακος βελοπουλος,['μητσοτακη κυριακου(26/06/2023-19/07/2026)'],α' ανατολικης αττικης,['βουλευτης'],male," Δώσατε το αντικείμενο της ερώτησης και επί της ουσίας απαντήσατε και σε ένα πολύ μεγάλο μέρος της ερώτησης -δεν υπονόησα τίποτα ό,τι ήθελα να πω το είπα με την ερώτησή μου- και το γεγονός γιατί δεν εκμεταλλευτήκαμε τη συγκεκριμένη πτυχιακή εργασία, που αφορούσε ένα πρωτότυπο εναέριο μη επανδρωμένο όχημα, ένα UAV, από σπουδαστές της ΣΜΥΑ.Τώρα, από κει και πέρα, το θέμα είναι ότι υπήρξε μία παραγωγική δουλειά, υπήρξε μία πτυχιακή εργασία η οποία έδωσε ένα συγκεκριμένο αποτέλεσμα. Θα ήθελα στη δευτερολογία σας να μας πείτε κατά πόσο έχει αξιοποιηθεί η συγκεκριμένη τεχνογνωσία, γιατί δεν έχουμε την πολυτέλεια ούτε έχουμε τη δυνατότητα να αφήνουμε δουλειές οι οποίες έχουν γίνει.Και αν θέλετε τη δική μου εκτίμηση, δεν υπάρχει λόγος να ξεκινάμε κάτι από την αρχή όταν ήδη υπάρχει τεχνογνωσία, όταν έχει αποδειχτεί ότι κάποιοι άνθρωποι με ίδια πρωτοβουλία, με ίδια μέσα, με ελάχιστο κόστος κατασκευής, έχουν δώσει δείγματα γραφής πριν ακόμα η ελληνική πολιτεία, και το θέτω στο σύνολό της, πριν ακόμα το ελληνικό κράτος δώσει τους θεσμούς -όπως πολύ σωστά είπατε, και τον 6ο Κλάδο αλλά και το ΕΛΚΑΚ, το οποίο αναμένουμε να δώσει τα αποτελέσματα για τα οποία δημιουργήθηκε- πριν λοιπόν το κράτος δώσει τον οδικό χάρτη για να δημιουργήσουν αυτά τα οποία δημιούργησαν οι άνθρωποι αυτοί, επαναλαμβάνω, με δική τους πρωτοβουλία. Από εκεί και πέρα, όμως, επειδή δεν θα πρέπει να στεκόμαστε σε αυτό το σημείο, αλλά θα πρέπει να πάμε ένα βήμα παρακάτω, θα ήθελα να μας πείτε ποιος είναι ο σχεδιασμός του Υπουργείου Εθνικής Άμυνας για την αξιοποίηση της καινοτομίας και τεχνικών προγραμμάτων συγκεκριμένα και στις παραγωγικές σχολές των Ενόπλων Δυνάμεων. Γιατί, μη γελιόμαστε, αυτά τα παιδιά, αυτοί οι σπουδαστές, είναι αυτοί οι οποίοι θα καθίσουν και θα μας δώσουν λύσεις σε συνδυασμό φυσικά με πανεπιστημιακά ιδρύματα του εσωτερικού, όπως είναι το Μετσόβιο Πολυτεχνείο, όπως είναι το Αριστοτέλειο Πανεπιστήμιο της Θεσσαλονίκης, όπως είναι το Πολυτεχνείο της Πάτρας, όπως είναι το Πολυτεχνείο της Κρήτης. Άρα, λοιπόν, θα πρέπει να υπάρχει μία δέσμευση του Υπουργείου Εθνικής Άμυνας πώς οι παραγωγικές σχολές των Ενόπλων Δυνάμεων σε συνδυασμό με τις πολυτεχνικές σχολές σε όλη τη χώρα θα θεσμοθετήσουμε διαδικασίες και θα βάλουμε όρους και κανόνες όλα αυτά να δημιουργήσουν και να παράξουν έργο σε αυτό το οποίο λέμε ελληνικό αμυντικό σύστημα. Δεν μας περισσεύει κανένας. Δεν έχουμε την πολυτέλεια να χάνουμε σπουδαστές. Δεν έχουμε την πολυτέλεια να αφήνουμε ευκαιρίες αναπάντητες και δουλειές οι οποίες έχουν γίνει. Επαναλαμβάνω, έχουμε γύρω μας πετυχημένα παραδείγματα χωρών οι οποίες ξεκίνησαν τέτοιου είδους ενέργειες μετά από εμάς με χαρακτηριστικότερο παράδειγμα την Τουρκία, η οποία ξεκίνησε και μπήκε στον χώρο των μη επανδρωμένων οχημάτων πολύ μετά από τους Έλληνες και αυτήν τη στιγμή πουλά η τουρκική αμυντική βιομηχανία σε παραπάνω από τριάντα χώρες. Έχουμε, επίσης, το παράδειγμα της Ουκρανίας, η οποία εν καιρώ πολέμου και μέσα σε πόλεμο κατάφερε να ανταπεξέλθει. Και το γεγονός ότι ακόμα δεν έχει πέσει στα χέρια της Ρωσίας είναι εξαιτίας αυτής της τεχνολογίας ή μάλλον και εξαιτίας αυτής της τεχνολογίας -δεν θέλω να είμαι υπερβολικός- και της σημαντικής βοήθειας που πήρε από το ΝΑΤΟ. Εν πάση περιπτώσει, επέδειξε μια αντοχή εξαιτίας της παραγωγής μη επανδρωμένων οχημάτων σε κάθε επίπεδο. Άρα πρέπει ως Υπουργείο Εθνικής Άμυνας να βάλουμε σε πρώτη προτεραιότητα την παραγωγή. Να μην αφήνουμε ευκαιρίες να χάνονται. Να μην αφήνουμε σπουδαστές να απογοητεύονται. Να μην αφήνουν σπουδαστές και εκτός των Ενόπλων Δυνάμεων να φεύγουν στο εξωτερικό και να μην τους αξιοποιούμε εδώ για ίδιο όφελος της πατρίδος. Σας ευχαριστώ."
μπουρας κωνσταντινου αθανασιος,17/07/2026,period 20,session 3,sitting 164,νεα δημοκρατια,['μητσοτακη κυριακου(26/06/2023-19/07/2026)'],β' δυτικης αττικης,['βουλευτης'],male," Και εμείς ευχαριστούμε τον συνάδελφο, τον κ. Φωτόπουλο. Κύριε Υπουργέ, έχετε τον λόγο για τη δευτερολογία σας."
δαβακης παναγιωτη αθανασιος,17/07/2026,period 20,session 3,sitting 164,νεα δημοκρατια,['μητσοτακη κυριακου(26/06/2023-19/07/2026)'],λακωνιας,['υφυπουργος εθνικης αμυνας(14/03/2025-19/07/2026)'],male," Ευχαριστώ, κύριε Πρόεδρε.Αν δεν κάνω λάθος, το 2024 κατά την ψήφιση του ν.5110, του νόμου ο οποίος θεσμοθέτησε το Ελληνικό Κέντρο Αμυντικής Καινοτομίας, η Ελληνική Λύση τον καταψήφισε. Αλλά αυτό βέβαια το λέω για την ιστορία. Με όλα αυτά τα οποία είπατε εγώ συμφωνώ, απλώς πρέπει όταν έρχονται τέτοια νομοσχέδια όπως αυτό να συνδράμετε με την ψήφο σας -εντάξει, μπορεί να ήταν μια κεντρική πολιτική γραμμή- προς την ενίσχυση και τη θωράκιση."
φωτοπουλος θεοδωρου στυλιανος,17/07/2026,period 20,session 3,sitting 164,ελληνικη λυση - κυριακος βελοπουλος,['μητσοτακη κυριακου(26/06/2023-19/07/2026)'],α' ανατολικης αττικης,['βουλευτης'],male, Η παραγωγική μας δράση στις επιτροπές δεν νομίζω ότι αμφισβητήθηκε ποτέ.
δαβακης παναγιωτη αθανασιος,17/07/2026,period 20,session 3,sitting 164,νεα δημοκρατια,['μητσοτακη κυριακου(26/06/2023-19/07/2026)'],λακωνιας,['υφυπουργος εθνικης αμυνας(14/03/2025-19/07/2026)'],male," Όχι, απλώς καταψηφίσατε τον νόμο για το ΕΛΚΑΚ. Λέτε να κάνουμε διαδικασίες και να θεσμοθετήσουμε διαδικασίες, προκειμένου τέτοιου είδους σημαντικές πρωτοβουλίες των σπουδαστών μας, των σχολών, να έχουν μια προοπτική. Εγώ λοιπόν, για να απαντήσω στην εύστοχη ερώτηση την οποία κάνατε, θα μιλήσω τώρα, σήμερα, με τον Αρχηγό του Γενικού Επιτελείου Αεροπορίας να στείλει τη συγκεκριμένη εργασία, τον Δαίδαλο, για αξιολόγηση στο ΕΛΚΑΚ και στον 6ο Κλάδο και από εκεί και μπρος θα βγουν ορισμένα συμπεράσματα. Επίσης, θα ζητήσω για να έχω την έκφραση γνώμης και τις απόψεις των επιτελείων για την από εδώ και μπρος τύχη, ας το πούμε έτσι, τέτοιων πρωτοβουλιών και τέτοιων εργασιών μέσω του ΕΛΚΑΚ και του 6ου Κλάδου, για να δώσουμε ένα έναυσμα στα παιδιά αυτά ότι «ξέρετε, με την παραγωγική σας σκέψη και διαδικασία και την ερευνητική σας δουλειά μπορεί αυτό να έχει και μία προοπτική και θα έχει μία προοπτική». Πιστεύω ότι όλα αυτά τα οποία και εσείς και εγώ λέω αυτήν τη στιγμή κατευθύνονται προς μια συγκεκριμένη κατεύθυνση. Τα ερευνητικά, τα σπουδαστικά ζητήματα, όλα αυτά τα οποία συνθέτουν την παραγωγική δουλειά που γίνεται στις σχολές των Ενόπλων μας Δυνάμεων, να έχουν μία στόχευση. Γιατί αυτοί οι άνθρωποι είναι το μέλλον των Ενόπλων Δυνάμεων, είναι το μέλλον των νέων συστημάτων και πλατφορμών τα οποία αποκτά η χώρα μας μέρα με τη μέρα και θεωρώ ότι η ερευνητική δουλειά, αλλά και η τριβή τους γενικότερα σε αυτά, θα έχει μια πολύ καλή τύχη και αποτύπωση. Σας ευχαριστώ."
μπουρας κωνσταντινου αθανασιος,17/07/2026,period 20,session 3,sitting 164,νεα δημοκρατια,['μητσοτακη κυριακου(26/06/2023-19/07/2026)'],β' δυτικης αττικης,['βουλευτης'],male," Και εμείς σας ευχαριστούμε, κύριε Υπουργέ. Πριν κλείσουμε τη συνεδρίαση για σήμερα να αναφέρω, κυρίες και κύριοι συνάδελφοι, ότι δεν θα συζητηθούν λόγω κωλύματος των Βουλευτών:Η με αριθμό 1194/9-7-2026 επίκαιρη ερώτηση του Βουλευτή Λαρίσης της Κ.Ο. ΣΥΡΙΖΑ-ΠΡΟΟΔΕΥΤΙΚΗ ΣΥΜΜΑΧΙΑ κ. Βασιλείου Κόκκαλη προς τον Υπουργό Ανάπτυξης με θέμα: «Υπέρμετρες αυξήσεις κοινοχρήστων, επιβολή «υπερτιμήματος» και ζητήματα διαφάνειας στη διαχείριση της Βιομηχανικής Περιοχής   Λάρισας από την ΕΤΒΑ ΒΙΠΕ Α.Ε.».Η με αριθμό 1181/6-7-2026 επίκαιρη ερώτηση του Βουλευτή Σερρών της Κ.Ο. ΕΛΛΗΝΙΚΗ ΛΥΣΗ - ΚΥΡΙΑΚΟΣ ΒΕΛΟΠΟΥΛΟΣ κ. Κωνσταντίνου Μπούμπα προς τον Υπουργό Εθνικής Άμυνας με θέμα: «Δυσμενή διάκριση όσον αφορά στο χορηγούμενο επίδομα προβληματικών και παραμεθόριων περιοχών υφίστανται τα υπηρετούντα στις παραμεθόριες περιοχές της Περιφερειακής Ενότητας Σερρών στελέχη των Ενόπλων Δυνάμεων».Η με αριθμό 1185/7-7-2026 επίκαιρη ερώτηση του Βουλευτή Χίου της Κ.Ο. ΠΑΣΟΚ-ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ κ. Σταύρου Μιχαηλίδη προς τον Υπουργό Εθνικής Άμυνας με θέμα: «Πριμοδότηση αθλητών/αθλητριών με υψηλές επιδόσεις για την εισαγωγή τους σε στρατιωτικές σχολές και σχολές σωμάτων ασφαλείας».Κυρίες και κύριοι συνάδελφοι, ολοκληρώθηκε η συζήτηση των επίκαιρων ερωτήσεων. Δέχεστε στο σημείο αυτό να λύσουμε τη συνεδρίαση;"
,17/07/2026,period 20,session 3,sitting 164,βουλη,['μητσοτακη κυριακου(26/06/2023-19/07/2026)'],,,," Μάλιστα, μάλιστα."
μπουρας κωνσταντινου αθανασιος,17/07/2026,period 20,session 3,sitting 164,νεα δημοκρατια,['μητσοτακη κυριακου(26/06/2023-19/07/2026)'],β' δυτικης αττικης,['βουλευτης'],male," Με τη συναίνεση του Σώματος και ώρα 10.28΄ λύεται η συνεδρίαση για τη Δευτέρα 20 Ιουλίου 2026 και ώρα 14.00΄, με αντικείμενο εργασιών του Σώματος: κοινοβουλευτικό έλεγχο, συζήτηση επικαίρων ερωτήσεων. Ο ΠΡΟΕΔΡΟΣ ΟΙ ΓΡΑΜΜΑΤΕΙΣ"
